id,score
88,0.6898692
84,0.1998972
94,0.5771765
78,0.3146585
74,0.8528022
72,51.96737
64,7.392924
58,1.073437
54,0.276962
52,0.5884075
104,0.8229488
46,0.796394
44,0.8845295
42,1.336625
34,4.718267
32,0.7273338
24,57.28107
16,38.91911
14,0.9879473
10,0.9458061
96,0.8465167
4,0.6294051
2,0.8983725
90,41.88938
