id,score
88,0.03471583
84,0.03865473
94,0.03686572
78,0.1701331
74,0.03748152
72,0.237464
64,0.06305009
58,0.03771086
54,0.03528448
52,0.09462367
104,1.831593
46,0.03742024
44,0.02375535
42,0.02487287
34,0.03617776
32,0.1260212
24,0.03944231
16,1.229102
14,0.03351099
10,0.207188
96,0.03380683
4,1.188273
2,0.03414606
90,0.04910413
