id,score
86,0.2060899
84,0.07854985
106,0.1091219
74,0.08883215
72,0.07119038
70,0.1162365
68,0.1357658
64,0.08028246
60,163.8103
52,0.1947153
46,0.09361406
44,58.16209
42,0.6108306
40,0.1713459
36,0.129594
34,149.8335
32,0.08656596
30,0.1013393
28,0.3190115
26,0.08890421
24,0.1265062
20,0.4448387
16,0.1433862
10,0.1122202
8,0.1246364
98,0.4350487
90,0.1190423
