id,score
88,0.7798353
84,0.126093
94,0.2673667
78,0.102466
74,0.3307846
72,20.79761
64,0.3998249
58,0.337452
54,0.9579389
52,12.64586
104,0.448079
46,1.456776
44,0.1272433
42,0.7074297
34,0.2411148
32,0.3218129
24,4.347254
16,0.2707542
14,0.1648601
10,0.2191394
96,0.1632998
4,0.1992278
2,0.5935804
90,3.085631
