id,score
88,0.1294864
84,0.09659757
94,0.128345
78,0.2717572
74,0.2019632
72,47.62369
64,0.2350997
58,0.08703545
54,0.08887942
52,0.1026566
104,0.09348123
46,0.5814743
44,0.06919886
42,0.4142306
34,0.2805548
32,0.1064337
24,2.007248
16,0.1601275
14,0.08919008
10,0.1192265
96,0.150245
4,0.09354036
2,0.08004503
90,0.1489325
