id,score
88,0.2579432
82,0.3528687
80,0.7252292
76,4.516454
74,0.4397835
70,0.1791267
68,0.2005249
66,0.7014929
60,39.0048
98,0.4828056
50,2.281442
48,0.5844985
40,0.5951709
36,0.7327178
102,1.780055
28,37.67044
26,10340.76
24,0.7407672
22,0.5477545
20,0.9173062
12,0.1842147
8,1.841002
6,0.7876041
0,0.9640911
