id,score
88,55.8288
84,3.041731
94,0.3179545
78,6.400012
74,47.89147
72,53.1127
64,3.192037
58,0.3415157
54,1.293057
52,0.4591989
104,54.0786
46,1.655126
44,55.75071
42,1.149326
34,46.22053
32,54.03852
24,1423.052
16,48.24421
14,1.08761
10,50.42304
96,1.040954
4,0.7059361
2,0.4275252
90,6.600628
