id,score
86,0.04107804
84,0.1157523
106,0.05211503
74,0.4593599
72,1.29021
70,0.655535
68,0.1238463
64,0.09277019
60,0.07219291
52,1.270663
46,0.1074488
44,0.9836073
42,0.07792815
40,0.08496192
36,0.1328446
34,0.1618095
32,0.08520024
30,0.08711128
28,0.1365993
26,0.155781
24,0.5661033
20,0.07335318
16,0.0738758
10,1.490865
8,0.0768881
98,1.628609
